Throughput (s)
14
385
240
224
226
215
269
242
224
259
240
232
230
245
235
222
221
232
222
250
251
210
237
230
223
110
202
195
97
178
131
96
98
92
132
123
121
114
109
131
68
136
58
68
89
84
66
60
54
97
49
71
73
87
54
81
81
54
91
68
85
86
62
48
77
79
56
54
67
90
51
51
54
89
53
48
52
91
49
62
83
49
64
63
44
90
45
69
51
77
43
85
43
83
41
85
44
66
52
48
69
39
74
34
83
39
69
32
73
44
63
57
37
67
48
59
51
66
36
67
34
71
59
54
42
58
65
46
70
39
72
37
72
34
71
35
69
60
43
69
34
27
