Throughput (s)
14
385
240
224
226
212
271
244
227
255
238
236
229
246
234
222
223
238
220
255
246
206
243
229
225
108
200
194
101
175
132
91
98
94
134
123
120
115
107
132
67
138
58
68
86
84
66
61
55
97
49
69
73
90
54
78
83
55
88
70
85
84
64
49
74
82
55
54
65
92
50
51
52
89
57
46
50
94
49
59
86
48
62
66
42
92
44
67
53
77
43
86
44
82
41
84
44
64
55
45
70
40
73
36
81
40
69
33
73
42
65
57
37
65
51
56
52
65
39
67
32
73
56
56
40
60
63
48
68
41
72
37
71
35
71
35
69
58
44
70
34
25
