Throughput (s)
431
553
511
492
445
454
467
478
465
470
450
450
440
409
390
365
349
335
305
149
153
147
143
131
149
139
134
131
115
125
94
90
84
102
97
102
85
54
97
80
41
102
100
74
68
67
117
106
89
72
94
93
83
63
83
92
62
66
83
81
83
53
94
60
76
89
125
78
73
118
89
70
108
91
134
67
127
90
102
60
116
58
110
70
108
58
111
78
89
72
90
55
104
54
70
83
96
97
69
78
89
59
94
3
