Throughput (s)
431
552
512
491
446
453
469
480
465
467
452
451
440
409
391
363
351
328
298
159
150
147
145
136
140
134
135
130
116
124
108
90
84
102
90
104
90
54
93
84
41
97
96
83
68
65
119
106
89
72
89
86
87
71
83
92
62
63
84
78
77
64
85
64
81
89
123
74
79
118
85
69
113
87
126
77
123
96
93
68
112
64
103
70
101
66
113
81
83
78
79
61
100
60
73
73
100
92
80
73
91
58
87
14
