latency (s)
0.506117295
0.0079539
0.0135009
0.009197199
0.0129402
0.0130303
0.0176104
0.0185362
0.0215746
0.016507499
0.0163436
0.0165639
0.0122128
0.0273291
0.0172909
0.018742599
0.0186881
0.0218924
0.0282776
0.0240789
0.033060699
0.0280065
0.0223665
0.0287233
0.019663199
0.0250809
0.0246242
0.0246181
0.032221299
0.0236727
0.0253026
0.0344879
0.025118999
0.0251099
0.0248411
0.0273439
0.043511599
0.032937
0.0256529
0.028845799
0.023953
0.0350762
0.034131299
0.0270054
0.0236081
0.0281361
0.024842299
0.0325491
0.0394579
0.029965099
0.0326541
0.0273818
0.0263139
0.032800199
0.0251066
0.0360886
0.032027399
0.0440042
0.0258436
0.035220199
0.0309353
0.0544414
0.040870599
0.0406272
0.0305855
0.030902199
0.0315365
0.0255513
0.0309049
0.028022399
0.0323
0.0279323
0.028238499
0.0315501
0.0416901
0.028422999
0.0259031
0.0256882
0.0377818
0.028482599
0.025464
0.0353975
0.035208699
0.032135
0.0378951
0.039192699
0.0403828
0.0286544
0.041140099
0.0307847
0.0413297
0.043609499
0.0287493
0.0356223
0.025938799
0.0299518
0.0343838
0.0259746
0.027112599
0.0271208
0.0258068
0.037691199
0.0287718
0.0294142
0.046011299
0.0250892
0.0415264
0.0277249
0.024687199
0.0293378
0.0296127
0.044384299
0.0257711
0.0330545
0.031594299
0.0266283
0.0296709
0.0345114
0.028467699
0.026533
0.0307959
0.0315152
0.026079999
0.0336552
0.0282717
0.029369399
0.0408474
0.0365172
0.035377598
0.029476099
0.036549799
0.035568799
0.036490198
0.0274802
0.032698798
0.028652799
0.037628499
0.037030199
0.029757099
0.039274198
0.027997199
0.024607299
0.034224999
0.035336799
0.027825099
0.028398399
0.047336498
0.031361899
0.039198999
0.035704799
0.030015498
0.028101299
0.034530899
0.028383199
0.028492199
0.033647299
0.037634399
0.054946898
0.037102098
0.036498099
0.037204699
0.034543599
0.035918598
0.035983499
0.026209199
0.036396399
0.031657799
0.031134299
0.028121899
0.025461599
0.038762598
0.031445299
0.032612199
0.035792099
0.038173899
0.037948998
0.037431199
0.034940399
0.047785798
0.033296399
0.030217499
0.028210299
0.036095298
0.028858599
0.033304599
0.036338399
0.032814199
0.032547699
0.030560699
0.031780098
0.031457599
0.047140599
0.037076598
0.036070599
0.039819999
0.042877798
0.041008599
0.041402098
0.027875499
0.031688399
0.034911199
0.038856798
0.041088099
0.040630099
0.031129599
0.029711899
0.029971399
0.029966899
0.033758399
0.037369899
0.029978699
0.040096998
0.032481699
0.039380399
0.042237598
0.034063899
0.030116899
0.034253599
0.036779599
0.026565799
0.038311798
0.031969299
0.043762899
0.030111398
0.0269694
0.035582398
0.034494099
0.038222099
0.038197098
0.038281199
0.043620998
0.044069099
0.042262098
0.051566399
0.035689998
0.039481199
0.043123498
0.035059899
0.032490699
0.033961099
0.031227699
0.035317798
0.029997699
0.029714499
0.031915699
0.025746899
0.031850699
0.027132399
0.035376899
0.027684599
0.039787699
0.035121998
0.033037999
0.032749399
0.038061299
0.034748298
0.044699499
0.048162598
0.042753399
0.039930798
0.073333298
0.057592498
0.047180298
0.050126198
0.040125799
0.037900798
0.046809199
0.037812498
0.036186799
0.036438499
0.030878199
0.038408598
0.037691399
0.041228499
0.034875998
0.035293599
0.037339599
0.046333198
0.042002099
0.037933298
0.033737199
0.038029299
0.029701299
0.044592198
0.029986399
0.032238599
0.043978198
0.042837299
0.036788698
0.034401099
0.031880299
0.038332999
0.048859598
0.044754298
0.036988399
0.031004099
0.035986399
0.035188499
0.034820098
0.032442099
0.031530099
0.031629699
0.035927799
0.031834799
0.034356298
0.028425899
0.030066999
0.032581799
0.034386999
0.029682999
0.041226698
0.036242599
0.038189799
0.033251099
0.036830098
0.030184199
0.037097399
0.039208999
0.031792598
0.039395599
0.042936798
0.054499099
0.039257098
0.036972199
0.044576998
0.038797299
0.037511399
0.033231898
0.031667999
0.039490999
0.034658999
0.037876498
0.035945099
0.031797499
0.031566999
0.049486698
0.033008499
0.034188699
0.033132399
0.036101198
0.034152099
0.041295899
0.030300999
0.034668198
0.035861399
0.032247399
0.031960599
0.036399998
0.033437899
0.029027599
0.0374799
0.029837999
0.0320426
0.0301721
0.031122899
0.0344962
0.0301037
0.0309294
0.033086999
0.0359626
0.0337561
0.031021899
0.0360435
0.0317843
0.0347033
0.034429999
0.0339453
0.0341366
0.038146199
0.0363905
0.0310657
0.038913599
0.0431731
0.0348939
0.034142699
0.034217
0.0473449
0.037459699
0.0460767
0.0431667
0.045466699
0.0680618
0.061181999
0.0416989
0.052415999
0.0512603
0.046940899
0.0482057
0.045514799
0.0441244
0.039417
0.040289699
0.0375048
0.0442435
0.039246199
0.0396122
0.0486553
0.050449199
0.0670724
0.076861199
0.058913499
0.0589444
0.038354899
0.035242
0.0369095
0.0344833
0.036685199
0.0360427
0.0423715
0.036347099
0.041022
0.0350018
0.037834399
0.0345295
0.0364333
0.034904799
0.0383823
0.0351761
0.034266599
0.0339846
0.0374383
0.036211799
0.0425419
0.0416744
0.035838599
0.0391166
0.0399304
0.037830699
0.0365095
0.0392021
0.045426399
0.0369065
0.0383341
0.034714999
0.038345
0.0426396
0.053079799
0.070416099
0.0445516
0.0406906
0.038954999
0.0406643
0.0377512
0.039728899
0.0391971
0.03716
0.045063099
0.0443751
0.043214999
0.0378549
0.0390966
0.042973499
0.0405237
0.043284
0.046948999
0.0398864
0.0405582
0.037742299
0.0405916
0.0431038
0.045109899
0.0385639
0.039579599
0.0385251
0.0401277
0.038342899
0.0438597
0.0491466
0.039832999
0.0448281
0.050733199
0.0458534
0.0417156
0.041873099
0.0440546
0.046827499
0.0433814
0.0384045
0.041487899
0.0414771
0.0441323
0.044001699
0.0430988
0.048622399
0.0408904
0.046608
0.045098199
0.0426062
0.044380999
0.042112
0.0438008
0.046289399
0.0468256
0.056740099
0.0425602
0.0461996
0.040221999
0.0429622
0.050421799
0.0455916
