Throughput (s)
236
259
232
236
198
218
252
234
227
253
234
219
225
230
239
249
236
254
256
246
237
234
231
217
211
163
95
146
177
97
95
83
94
41
73
95
74
127
35
78
77
56
51
58
68
71
55
47
87
71
22
