Throughput (s)
237
257
233
234
198
221
251
234
226
254
234
219
226
232
239
247
240
254
257
243
235
235
231
221
206
161
95
159
179
89
91
83
91
41
78
90
80
121
43
70
83
50
51
72
69
65
46
47
101
69
10
