Throughput (s)
237
255
235
234
198
218
252
236
230
249
235
219
225
230
239
248
238
257
251
250
238
232
234
218
206
160
95
161
176
90
91
83
90
41
76
92
79
122
42
71
83
50
51
72
67
67
46
47
101
69
10
