Throughput (s)
243
253
223
224
228
244
236
241
256
242
254
238
236
223
150
253
221
238
238
234
256
248
242
247
128
241
165
169
121
212
215
108
170
58
75
96
74
55
64
93
85
140
37
44
49
90
51
72
58
59
60
100
58
76
63
103
50
104
92
87
74
60
93
61
66
71
64
46
92
90
60
28
