Throughput (s)
243
252
223
227
225
244
237
241
256
243
253
240
235
224
153
253
220
239
233
237
258
247
242
247
126
244
162
171
120
215
215
104
170
58
77
93
75
55
65
93
87
138
38
43
50
89
51
72
60
57
60
101
59
75
63
102
52
103
91
87
74
60
95
61
65
71
63
47
92
90
60
27
