Throughput (s)
244
258
221
218
206
248
242
237
235
231
242
238
237
234
239
241
219
235
220
239
244
216
200
193
227
217
194
215
113
174
122
101
163
151
159
66
94
154
81
89
83
80
65
79
73
117
53
48
80
69
123
68
66
82
89
56
80
107
63
58
81
53
55
59
74
69
69
59
75
59
64
61
61
87
69
63
57
58
56
97
68
54
66
49
95
55
104
55
50
102
50
52
72
75
49
53
48
94
50
31
