Throughput (s)
244
259
223
217
205
249
244
236
236
230
244
238
235
235
238
245
217
236
222
238
249
209
204
190
223
222
189
217
113
174
120
102
164
150
152
74
93
148
88
86
84
82
64
80
73
117
53
50
77
71
114
73
69
82
83
60
82
99
67
62
74
60
55
59
74
69
67
61
67
62
62
63
66
87
65
58
60
59
58
100
59
58
71
49
89
60
98
57
55
93
53
57
73
66
49
55
54
88
54
34
