Throughput (s)
242
257
224
218
203
247
243
236
236
233
242
238
238
236
237
245
217
235
222
238
249
210
203
191
229
216
195
212
113
174
124
99
163
149
161
65
94
154
81
89
84
79
67
79
71
117
53
53
75
71
122
68
65
82
90
57
78
108
62
58
81
53
55
59
74
69
69
59
76
60
63
61
60
87
69
64
57
57
57
96
69
53
66
49
97
54
104
55
50
102
50
52
71
75
49
54
48
93
51
30
