Throughput (s)
438
558
505
513
503
470
499
490
462
467
464
448
459
441
387
380
204
161
118
72
153
82
117
83
94
80
86
58
104
56
109
94
64
60
86
52
73
56
92
53
63
70
47
87
38
76
40
65
66
57
74
41
78
49
61
54
72
41
73
46
90
44
79
39
88
31
83
32
83
50
72
79
31
87
52
54
87
43
64
69
46
79
81
49
57
59
48
79
71
45
64
80
63
62
72
56
69
54
48
73
77
72
67
66
47
73
109
55
32
