Throughput (s)
436
558
506
512
504
467
503
490
462
467
463
448
459
441
388
380
203
168
111
79
146
82
130
70
104
70
96
48
110
50
118
85
74
50
86
52
73
60
88
57
59
82
35
87
38
76
47
58
76
47
74
41
78
49
61
54
72
42
72
47
89
44
79
39
88
31
83
32
83
50
72
79
31
92
47
58
84
42
73
60
46
88
72
49
67
49
48
84
66
45
68
86
53
62
72
63
62
54
51
77
77
72
60
66
47
73
109
55
32
