Throughput (s)
16
373
227
208
217
231
243
238
226
225
235
220
223
217
245
232
236
220
233
232
247
233
225
221
214
230
200
191
191
178
99
65
78
138
160
91
132
79
83
80
75
81
65
95
62
57
63
75
89
80
65
63
66
64
105
65
92
72
60
60
83
71
57
57
72
79
59
85
61
70
73
80
61
56
80
58
82
54
73
61
52
78
53
75
66
66
59
65
73
50
72
50
69
51
71
52
72
68
49
67
50
72
66
49
67
49
64
44
63
48
62
54
56
63
48
64
63
42
64
49
56
62
52
52
61
45
60
58
43
59
57
43
56
61
42
56
57
43
56
54
41
54
43
54
55
48
45
54
43
51
55
52
41
51
47
43
46
51
52
40
52
51
42
49
50
52
40
50
51
49
39
41
34
40
44
43
44
37
42
48
47
42
40
45
33
