Throughput (s)
16
373
224
206
219
225
246
239
229
225
234
221
220
218
247
231
236
221
232
232
244
238
226
220
213
229
201
192
195
178
102
58
78
137
170
83
141
75
83
75
75
80
65
95
62
57
62
76
89
88
66
59
64
62
113
65
83
82
55
54
84
80
54
56
67
87
50
99
52
66
79
74
71
45
89
51
81
60
67
68
44
89
43
85
56
72
53
67
83
42
73
48
76
43
81
40
79
69
45
74
39
77
73
39
76
38
72
38
72
37
70
46
60
71
36
70
63
40
69
40
61
66
43
58
66
34
66
63
33
64
63
34
63
64
32
60
63
31
62
50
43
61
30
60
59
39
50
59
33
56
57
58
29
56
51
33
48
56
58
28
57
56
31
54
55
54
27
55
54
55
27
44
36
42
46
44
42
29
45
50
52
31
42
51
25
