Throughput (s)
16
373
228
211
214
230
242
239
230
225
232
223
220
217
245
232
237
220
232
233
245
236
222
224
212
227
201
194
192
182
101
53
78
141
172
79
141
76
83
75
76
75
67
93
62
57
65
73
89
92
65
59
64
62
110
68
80
85
53
56
81
83
54
56
64
89
50
97
55
63
82
71
73
46
86
53
79
61
66
71
43
89
43
85
54
74
51
69
84
41
71
51
73
45
81
40
78
68
46
75
39
76
74
39
76
38
72
38
72
37
70
44
61
71
36
71
61
42
68
39
63
66
41
59
66
34
66
63
33
65
61
35
64
63
32
61
62
31
62
49
44
61
30
60
59
38
51
59
32
57
57
58
29
56
51
32
49
56
57
29
56
57
30
54
55
55
27
55
54
55
27
44
36
41
48
43
41
30
45
51
51
30
43
50
25
