latency (s)
0.526713506
0.0156855
0.0561208
0.0081152
0.004036101
0.0146952
0.0033446
0.010374
0.0063916
0.0098094
0.0067069
0.0086709
0.0133914
0.0119111
0.0052441
0.006930201
0.0086591
0.0057421
0.0063036
0.0061313
0.0079614
0.0079332
0.0057347
0.0081372
0.0154334
0.025826501
0.0110668
0.0118643
0.0076808
0.0195763
0.0106935
0.0099626
0.0095553
0.018825501
0.0155419
0.009621
0.0146609
0.0156481
0.020038801
0.0286694
0.019818
0.0304823
0.030370401
0.0252584
0.0153529
0.0266419
0.024604501
0.0265048
0.0280041
0.021775401
0.0320312
0.0212496
0.0199828
0.024428001
0.023758
0.0147877
0.0244621
0.017652701
0.0258573
0.0162731
0.0163686
0.0205421
0.017732201
0.0355449
0.0151626
0.032266001
0.0282088
0.0249747
0.0223254
0.020354201
0.0325666
0.0274732
0.027618201
0.0312647
0.0228187
0.0205571
0.035627901
0.029507
0.0280139
0.019625901
0.0222334
0.0306976
0.039833601
0.0384008
0.0316988
0.036280801
0.0321781
0.0206416
0.027916201
0.0317305
0.0196428
0.031948801
0.0266913
0.0133823
0.0275629
0.015679501
0.0348355
0.0170756
0.0155685
0.015148401
0.0280091
0.0335432
0.053300101
0.0282532
0.051466701
0.0307485
0.0166209
0.0175351
0.028285201
0.0245505
0.0125315
0.045781501
0.0121515
0.0305665
0.0182448
0.031863301
0.0297207
0.0298396
0.016174101
0.013494
0.0138851
0.0243055
0.0238455
0.037588501
0.0198028
0.0189626
0.030715801
0.0208692
0.0139289
0.0172296
0.036930001
0.0289612
0.0217691
0.0252833
0.043560701
0.0272119
0.0153451
0.033798001
0.0209006
0.0316369
0.0154744
0.025891401
0.0096358
0.0264894
0.0100028
0.0147245
0.026304501
0.0286969
0.0121641
0.0202662
0.036901001
0.0299777
0.0257869
0.067024501
0.0300526
0.019397601
0.0122373
0.0457328
0.020264101
0.0163667
0.0127672
0.0256498
0.043816301
0.0149722
0.0239216
0.0242943
0.034511101
0.017874
0.0447887
0.024024701
0.0407506
0.033030001
0.0183349
0.0179582
0.028433
0.021772
0.027624201
0.0231242
0.0396503
0.019054901
0.0212567
0.0260973
0.0207333
0.023127801
0.0387971
0.0284696
0.029814901
0.0322687
0.0205801
0.049857301
0.0216427
0.0217955
0.027818001
0.0265185
0.0449218
0.015015701
0.0206169
0.0413667
0.016713801
0.0187744
0.0233563
0.0180551
0.029734301
0.0237803
0.0260113
0.0125976
0.0199996
0.038431201
0.0152174
0.020039
0.0208061
0.055931801
0.0197065
0.035906401
0.0095584
0.0312608
0.0183112
0.029635701
0.0270256
0.021623
0.033206901
0.0110581
0.0136968
0.0350774
0.0147072
0.027517701
0.0262872
0.0198873
0.022774401
0.0149546
0.0176907
0.0176309
0.527464606
0.0227353
0.0189746
0.034689401
0.0365688
0.039558301
0.017636
0.0190758
0.0330294
0.016530101
0.0254162
0.0262762
0.0330319
0.010678801
0.0312971
0.0273884
0.0203638
0.022329701
0.0251931
0.044313001
0.0205608
0.0245105
